kong7	b
kong7頭	Na
kou	b
kou起來	VR
ku3熏	VA
kui	Na;Nf
kui3	VC;Nf
kui3痧	VA
kui仔魚	Na
kui魚	
kun3	VA
kun5-moe5	
kun5互爛	VR
kun5湯	
kun5爛	VR
kun5肉	Na
kut	
la	Tc
la3涼	VA
la5-gia5	Na
la5-sam5	VH
la7	VB
la7-hioh8	Na
la7-lun5燒	
la7散	
la7火	
lah8	
lai3-tah	Na
lai7-hioh8	Na
lak	VA;VC;b;VH
lak8	VC;P0;Nf
lak8-lak8-chhoah	VA;VH
lak8胸坎	VC
lak8衫褲	VC
lak8起來	VR
lak8鹹菜	VC
lak濁火	Na
lak空	VA
lak鑽	Na
lam	Nf
lam2	b;VH
lam2勢	VH
lam2弱	VH
lam2爛	VH
lam2腳數	
lam2貨	Na;A
lam2路	VH
lam2身	VH
lam2身命	b;VH
lam3	VC
lam3-cham3	
lam3-lam3	
lam3土	Na;VH
lam3田	
lam3窟	
lam3肚	
lan	
lan5	VC
lan5甘蔗	
lan5蔗hah8	
lan7	Na
lan7-chhoaN7	VH
lan7-pha	Na
lan7-pha蔥	Na
lan7-pha袋	Na
lan7-sui	Na
lan7幔	Na
lan7核	Na
lan7核仔	Na
lan7毛	Na
lan7爛	VH
lan7蔓	Na;VH
lan7鳥	Na
lan7鳥毛	Na
lan7鳥頭	Na
lang	VH
lang-lang	VH
lang2	VC
lang2-tiau5	
lang2來	VC
lang2褲	VC
lang2頭	VC
lang2頭的	VA
lang3	VJ
lang3-liau5	VA;VH
lang3工	VA;Dh
lang3日	
lang3日	
lang3月	Dd
lang3空	
lang3空勺	
lang3窟	
lang3縫	VA;Na;Dh;s
lang3開	VR
lang3雨	
lang3雨縫	
lang3風	VH
lang7縫	
lang7鬆	VJ
lang一工	
lang工	Na;s
lang日	
lang曠	VH
lang空	Na;s
lang縫	Na;s
lang雨暫	
lang雨縫	
lap	VA;VC;b;VH
lap-o	Nc;VH
lap本	
lap落去	
lap落水	
lap著人	
lau2	VR
lau2	VR;VC
lau2仔	Na
lau3	VA;VC;b
lau3胸	A
le2	VC
le2-khang3	VC
le2人	b
le2佮khut8	VC;VB
le2佮體	VC;VB
le2罵	VA;VC
le3	VC;b
le3	VC;b
le3番仔火	
le5	b;VH
le5	b;VH
le5-bong2	Na
le5頭	VA
leh	Di;Tc
leh-hiau5	
leh8	Tc
leh8	VH
leh8-leh8-tan5	
leh8-leh8吼	VH
leh斗	Na;VH
lek	VC;VH
lek8	VR;VC
lek8死	VR
leng3	VA;VC
leng3走	
leng5耳仔	
leng7-leng7	Na;b;VH
leng7去	
li-li-lak-lak	
li2-li2-lo-lo	
li3	VC
li3-?	VC
li3-le3叫	
li3做兩塊	
li3皮	VB
li3破	VR
li3破面	
li3面皮	
li5-a2-kah	Na
li5-li5仔	VH
liah	VH
liah8	VC
liah8-iau	
liah8中和	A
liah8中欄	A
liah8做	VR;VE
liah8做題	
liah8兔仔	VA
liah8公工	
liah8包	VA;VC
liah8去賣	VC
liah8叫	VE
liah8和	VR;VA
liah8在外	
liah8外	VC;Ng;VH
liah8大誤	VH
liah8妖	
liah8姦	VA
liah8定	VH
liah8影	VH
liah8折	
liah8拳	VA
liah8數	
liah8死訣	VH
liah8準	VE
liah8狂	VH
liah8猴	VA
liah8痧筋	
liah8白兔	VA;VB
liah8直	
liah8看	VE
liah8硬鼻	VH
liah8空	VA
liah8空縫	
liah8筋	VB
liah8算	VE
liah8篙泅	
liah8膨碼	VA;VJ
liah8著	VR;VC
liah8袒橫	
liah8袒直	
liah8話屑	
liah8話虱	
liah8話骨	
liah8講	VE
liah8賊	
liah8走水	VA
liah8走私	VA
liah8近路	VA
liah8過馬	VB
liah8配	VD;VF
liah8魚	
liah8魚個	Na
liah8鱟	VA
liah8鱟仔	VC
liah8齊	
liah8齒煙	
liah8龍	VB
liah落來	
liak8	
liam	b
liam2	
liam7	P0;Nf
liam腳	Dh
liam腳行	
lian3	
lian3一空	
lian3落去	
liang	
liau5	VC
liau5水	
lih8	VH
lim	VC
lim hou7礁	VA
lim-am2	
lim2	Da;b
lim3	VA;VH
lim3一下	
lim3一醒	
lim完	VR
lim散酒	
lim水	VA
lim湯	
lim茶	VA
lim酒	VA
lim食	Na
lim食thit	VA
lin-long	Dh
lin3	VA;VC;Nf
lin5-jin2	Na
lio2	VC;b
lio5	VC
lio5肉	
liok8	VA;VC
liok8土糜	VC
liok8散	VC
liok8溶	VC
liong3	VA
lip8	Na
liu2-liah	VH
liu3口供	VB
liu3手	VC
liu3皮	VA
liu5	VA
lo3	Na
lo3	Nb;VH
lo3人	Na
lo3矮	Na
lo3腳	
lo3腳lo3手	
lo3腳蚊	
lo7	VA
loah8	VR
loah鹽	
loan2	VC
loan2-loan2-leh	
loe3	Na;b
loe5	VH
lok8	VA
lom	
lom2	VH
lom3	
long	VC;Nf
long2	Ne;VC;Da
long2共	Da
long2包	
long2嬴	VH
long2是	V_;Da
long2會使	VH
long2欲	VC
long2無	Dd;Dc
long2總	A;VG;Da;VH;Df
long2總包	
long2頭	VC
long3	VC
long3-long3叫	
long3-long3哮	
long3曠	
long3炮	
long3球	VA
long3破	VR;VC
long3著	VC;Dh
long3開	VR
long過來	
lop	VC;b;VH
lou	Na;VH
lou-lai3-ba3	Na
lou2力	VF;VJ;VH
lou5	
lou7-lou7幌	VA
lu	VA;VR
lu3	Na;VC
lu3仔	Na
lu3傷	VC
lu3破皮	VC
lu3著	VC
lu7	VA;VH
lui2	VC
lui5	Na
lui7-lui7	
lui7落去	
lun	VA;VC;VJ
lun2	VK
lut-sian	
lut8	VC;VH
lut8手ng2	
lut8葉仔	
lut去	VH
lut身軀	
lu仔	
m7	Db;Td;Cb;Dc;VJ
m7	I
m7-bat	
m7-bat	Dd
m7-chiah	Da;Cb
m7-chiah著	
m7-koh	Da;Cb
m7-ku2	Da;Cb
m7-kuh	Cb
m7-tih	Db;VJ
m7-tih8	Db;VJ
m7-tih命	
m7七粕	
m7但	Db;Da;Cb
m7使	Db
m7來	
m7值	
m7值得	VH
m7值得講	VH
m7值錢	
m7免	Db;VR
m7免想	VK
m7免講	Dk;VE
m7免閣講	
m7准	Db;VE
m7去	Db
m7哼哼	
m7單	Da
m7好	Db
m7好勢	
m7好意思	
m7好看	
m7定	Cb
m7容	Db
m7忍看	
m7愛	Db;VJ
m7應m7插	
m7成	A;VH
m7成丁	
m7成三兩	VH
m7成人	
m7成垢鬼	VH
m7成材	
m7成樣	VH
m7成鬼	VH
m7捌	Dd
m7捌	VH
m7捌好袪	VH
m7捌風色	VH
m7插	
m7放伊煞	
m7放伊煞	
m7放煞	
m7敢	
m7敢當	VH
m7是	Db;VG
m7是人	
m7是勢	
m7是味素	
m7是按呢	Cb
m7是款	VH
m7是空	
m7止	Da;Cb
m7無	Cb
m7煞	Da
m7甘	VR;VK;VJ
m7畏	
m7知	
m7知偌濟	
m7知因端	
m7知影	
m7知醒	
m7知頭天	
m7知頭總	
m7管	VK;VC;Cb
m7耳	Cb
m7聽	
m7肯	Db
m7著	Db;Na;VG;VH
m7著勢	
m7見	
m7認	
m7通	Db;VJ
m7通見怪	
m7過	Cb
m7過心	
m7閣	Da;Cb
m7閣	Db;Da;Cb
m7限定	Da;Cb
m7願	
m7驚	
m7驚見笑	
ma3	
ma7	
ma7是	Dd;Ca
mai2指	Na
mai3	Db;Ne;Td;Dc;VJ
mai3-chhap伊	
mai3啊啦	VH
mai3想	
mai3數想	
mai3滕伊	
mai3講	
mau	VC;b
mauh	VC;b
me	VC;P0;Nf
me-long2	Na
me2	b;VH
me5	b
me起來	VR
mi	VC;P0;Nf
mi2-nih	VH
mi7	Db
mih	Ne;Nh;Na
mih使	Db
mng	VH
moa	VR;Na;VC;b
moa衫	
moh	
mou-te2-lu3	Nc
mouh	VC;Nf;b;VJ
mouh-mouh	
mouh壁鬼	
mui5	Na
na2	VC;b
na3	Dd;Na
na7	VC
nah	b;VH
nah-nng-nah-nng	VH
nah字	Na
nah腰	
nauh	VC
ne-ong2	b
ne5	VC;Nf
ne5-bang2罩	
ne5衫	
neh	Tc
neh8	VC
ng	VC;b
ng-kham3	VC;b
ng-khng3	VC
ng-kok8雞	VA
ng-ng挹挹	
ng2仔	Na
ng2套	Na
ng2袖	Na
ng7	VH
ngauh	VC
ngeh	VC
ngeh8	VC;b
ngiah-嘴齒	VA
ngiau	VB
ngiau-ngiau	
ngiau-ti	
ngiauh	VC;VH
ngiauh	VC;b
ngiauh8	VA
ngiauh8-ngiauh8-soan	VA
ngiau胝	
ngiu	
ngiu2	VC;VH
ng名挹姓	VA
ng呼雞	VA
ng挹	b
ni3	VH
ni5	VC
ni5仔	Na
ni5衫	
nia3	VC
nia5	Tb
nia7	
nia7-nia7	Tb
nia7-tiaN7	Tb
nih	VC
nih-nih望	VK
nih-nih看	Dh
nih閃	
nng	VC
nng3	VC
nng3鑽	VA;Na;VC
nng5	
noa2	VC
noa2粿	
noa2麵粉	
noa3	VA
o	
o-lo2	VC;VB
o-lo2欣羡	VA
o3--gio5	
oN-oN睏	VA
oN3-oN3嚷	
oa-sa2-bih	Na
oa5	VH
oai2仔索	
oaiN	VD;b
oaiN2	VR
oaih8	VA
oaihN著	
oan-na2	Db;VD;Dd;re;Da;Df
oan7-na7	Nf;Dh
oe	VC;Nf
oh	Na;VH
oh出世	VA
oh取	VH
oh得	VH
oh得	VH
oh得形容	
oh得講	
oh比	
oh相處	Na
oh紡	VC;VH
oh落	VH
oh講	VK
oh趁	
oh車	Na
oh辦	VH
oh過	VK
oh閣oh	
oh鬥	Na
om	VC
ou-ba2-sang2	Na
ou-ian2	Na
ou-ji2-sang2	Na
ou-lin2-gio2	Na
ou-tou2-bai3	Na
ou2	VA;VC
ou2土	VA
ou3-ba3	Na
ouN3-ouN3嚷	VA
pa	VC;Nb;VH
pa-chi2-lu3	
pa2	VA
pa3落來	
pai7墓	VA
paiN	VC;Nf
pak8	VD;VC;Nf;Nb
pak8戲	
pak8月	
pak8月仔	
pak8田	
pak8田園	
pak8耕	
pak8船	Na
pan	VC
pan-be7振動	
pan7-phoe7	VE
pan落來	
pan起來	
pat8仔	Na
pauh	VD;Nf;VH
pe-pe	
peN-an5	VR
peN布	
peh	VR;VC;b
peh哈	VA
peh山	VA
peh山虎	
peh崎	VA;Nc
peh懸	VA
peh牆	VA
peh起來	VR
peh起腳	VA
peh高peh低	
pek	VC
pek巴	
peng2	Db;VA;VC;VH
peng2-chhio3	
peng2-lian3狗仔	VA
peng2倒	VR
peng2倒轉	
peng2出來	VR
peng2字典	VA
peng2旁	VA
peng2狗仔	VA
peng2變	
peng2起來	VR
pe飯	
pha	VC;Nf;b
pha-siong2	
pha7	Na;VC;Nf
phaN3	VH
phaN3殼字	
phaN7	Na;VH
phaN7七仔	
phah-noa2	VH
phah-phok8仔	VA
phah-sak	VC
phah-tan5	VR
phah-tu2直	
phah信號	VA
phah倒	VC
phah傷	VR
phah包	VA
phah噠	VC;VH
phah圖	VA
phah地基	
phah城戲	
phah對	VA
phah平	VR
phah底蒂	VA
phah拌	VC
phah拍	Na;VC;Nf
phah拚	VA;VH
phah掉	VR
phah損	VC;VJ;VH
phah散	VR
phah散	VR;VC;VH
phah斷	VC
phah旋	VA
phah棒球	
phah歹	VC;VJ
phah死	VR;VC
phah死結	
phah活結	
phah消	VC
phah烏青	
phah無疑	VA
phah熄	VH
phah片	VA
phah牌	VA
phah相濫	VC
phah短扎	
phah短腳	
phah破	VR
phah票	
phah算	Db;VF;VI;Na;VK;VC;VG;VE
phah索仔	
phah羽毛球	
phah胎	VB
phah胖碼	
phah著	VR
phah著傷	VC
phah踏	VA
phah輸	VC
phah輸	VC;VH
phah辟	b
phah退堂鼓	VH
phah通	VR
phah通	VR
phah通套	VC
phah錫工	Na
phah鐵	VA
phah鐵婆	
phah鐵師傅	Na
phah電報	VB
phah電影	
phah電話	VB
phah靶	VA
phah頭前	
phaiN7	Na;VC;VJ;VH
phaiN7行李	
phan3	
phang3見	VR;VH
phauh8	VC;Nf
phe	VC
phe3起來	
pheN	VD;VC;Nf
pheN5	
pheN5本	
pheh8	Na
phehN8	
pheng5	Na;VC
pheng7	P4;VC;P2;VJ
pheng7有力	
pheng7椅	Na
pheng7看覓	
pheng7衰旺	VA
pheng7運氣	VA
phi5	VH
phiN	VB
phiN7	
phia5N	VC;VH
phiaN	VC;VH
phiaN2	Na;Nf;VH
phiaN5倒轉	
phiaN來phiaN去	
phiak8	VC
phian2	VD;VA;VC
phian3-chi3	Na
phian3土	
phian5	Dh
phiang7	VR
phiat-phiat吼	
phiat8	
phih	
phin-枝骨	Na
phin-條肉	
phin2仔	Na
phin5	VC;VH
phin5-phin5	
phio3	VB
phiu	VA
phiu3	
phng-phng吼	VA
phng3	
phngh	
pho3	VH
pho3桐	
pho3石	
pho3粿	
pho7	VC;Nf
phoa-N7-伴	VC
phoaN7人客	Na
phoah8	VC
phoah8腳	
phoah8衫	
phoah8鍊	Na
phoat	VC;VH
phoe3	Na
phoe3仔	Na
phoeh8	b
phoe性命	Dh
phoe死	Dh
phoe老命	
phok8-phok8-tio	VH
phok凸	
phok起來	
phong2	VC;Nf
phong3-\@包	
phong3-nah鏡	
phong3-phong3大	
phong3大	VR;VH
phong3泡	
phong3迣	
phong3鼠	Na
phong7鬆	
phou3	VC
phou5	VC
phu-lou2-pheh-lah	Na
phu2	
phu2-phu2	VH
phu2n	VC
phu2味	Na
phu2殕仔光	
phu2殕光	
phu2灰色	
phu2色	Na
phu2蔥	VH
phu7	VC;VH
phu7-phu7滾	VH
phu7出來	
phu7血	
phu7起來	
phuh	VC
phui3	b
phui3嘴瀾	
phui3瀾	
phui3血	
phun	Nb
phun2	VR
phun水	
phut-phut	
phut-phut-tio5	VA;VH
phut-phut跳	VA;VH
phut傷	VR
phut斷	VR
phut樹oe	
phut死	VR
phut落來	VR
pi2-chng3	
piN--tiau5	VC
piN手尾	VB
piN鐵面	VA
piN面皮	
piaN	VC
piaN	VC;VH
piaN3空空	VC
piaN來piaN去	
piak	VA
piak油	VA
piak破	
pian	VC
pian	VC
pian--tiau5	VC
pian2	VC
pian2仙	Na
piang3	b;VH
piang3-piang3吼	
pih	
pih-chah	VH
pih手lak8腳	VA
pih手ng2	
pih扎	VC;VH
pih褲腳	
pin2仔	
pin2仔骨	Na
pin2針	
pin3-piang3吼	
pit	VH
pit-sun5	Na
pit去	
pit痕	Na
pit皮	
pit縫	Na
pit裂	
pit開	VH
poa3	VC
poah8	Nf
poah8落來	VJ
poat	VH
poh	Db;VF
pong7著	VR
pou	VH
pou5	Na
pou7-pin5	Dd;VH
pou7-pin7	Dd;VH
pou去	VH
pou心	VH
pou柴	Na
pu5土豆	
puh	VR;VA;VC;b;VH
puh出來	VR
puh波	
puh疿仔	
puh粒仔	
puh膿	VH
puh芛	VA;VJ;VH
puh芽	VJ;VH
pun5	VC
pun5-hoa	
pun5互熄	
pun5吹的	Na
pun5啡仔	
pun5啡啡仔	
pun5喇叭	
pun5嚷	VC
pun5氣	VA
pun5火	VA
pun5雞kui	VA
pun5雞kui仔	
pun5風	
pun5風	VH
pun5風球	VA
put土	
ph	
sa	VD;VC
sa-bi2-suh	VC
sa-bui	
sa-m7著	
sa-si2-mih	Na
sa3	I;VH
saN借問	VB
sah8	VC
sah8麵水	
sahN	VC;b
sahN-an5	b
sahN-sahN吼	
sahN-tiau5	b
sahN勢	b;VH
sahN心	Na;VI;VK;VH
sahN氣	VI;VJ;VH
sahN潤	VH
sahN著	VC
sahN頷管	b
sahN風	VH
sai-nai	VA
sai7-thai2	VA;VI;VH
sak	VC;b
sak-khu3	Na
sak倒	VR
sak倚	
sak做堆	VA
sak稻	b
sak走	VR
sak跋倒	VR;b
sak車	Na;b
sak門	b
sak開	VR
sak頭	b
sam3罵	
sang2	VE
sang2勢	VA;VH
sang2氣	VH
sang3素	Na
sap	VC;b;VH
sap仔	Na
sat-bun5	Na
sat鼻	VH
sa無著	
sa著總	
sa錢	
se3	
se7-se7	Dh;VH
se7神	VH
se7軟	VH
se7頭se7神	VH
seN鍋	Na
seh8	VA;VC;VJ
seh8單槓	Na
seh8圈仔	VA
seh8地球	A
seh8場	
seh8椅	
seh8玲啷	VH
seh8磨	
seh8箍	VA
seh8箍輾	VA
seh8螺	VB
seh8螺梯	
seh8螺水	Na
seh8路	VA
seh8頭	VA
seh縫	
seng7壞	VR
si-si-chhoah	VA
si-si-seh8-seh8	
si3-siu3	Na
si3-su3	Na
siaN5	VC
siaN5人	VC
siaN5出來	VR
siaN7層	
siaN7籃	Na
siam	VC
siam5	VC
siam5-tiau5-tiau5	
siam5袖	
siam5頭毛	
siam5頭鬃	
siam5頷管	
sian	Na;VH
sian2	
sian7	VK;VJ;VH
sian7-sian7	VH
sian7-tuh-tuh	VH
sian7-tuh-tuh	VJ;VH
sian7假那虎魚	VH
sian7嘟嘟	VH
sian7斗	VJ
sian7篤篤	VH
sian7落落	VH
sian7蟲	Na
sian7蟶	VH
sian7雨	Na
sian7頭	VH
siang3	VC
siang5	VH
siap疊	VH
siap錢	
siat-chuh	Na
siau2	Na
siau3	Ne;Na;VK;VC
siau3念	VJ
siau3想	VE
siau3櫃	Na
siau3目	Na
siau3簿	Na
siau5	Na
sim3	VH
sim3尾後	VH
sim7	VA;VE
sio5	VH
sio5-sio5	VH
sioh8	VH
sioh8-sioh8	VH
siu7	Na
siu7	b
siuN7杯	
si刷	
si刷	Dh
sng2水	VA
sng2法	Na
sng2笑	VC;VB
sng3	VR
so-so	
so5	VA;VH
so5-so5	VH
so5-so5也	
so5-so5仔	
so5犅	
so5龜	
soa2	VA
soa3勢	VH
soa3口	VA
soa3嘴	VC
soa3嘴尾	
soa3尾	
soa3手	Dh;VH
soa3接	
soa3擺	VC
soa3班	VA
soa3落去	VR;Dd
soa3話	
soa3隊	Nf
soa3風	VA
soah	
soah鹽	
soaiN7仔	Na
soan	VA
soan7尿	VA
soh	VC
soh乳	
soh汗	
song5	VH
song5風	Na
song7	
sou	
sou腰	VH
so油	VA
so烏	
so紅	
su-pu2-lin2-guh	Na
su-to2-pu3	VH
su3-si7	VH
suh	VC
suh乳	
suh水	VA
suh熏	VA
sui2	VH
sui2查某	Na
sui2樣	VH
sui2步	
sui2氣	VH
sui2體	VH
ta	VH
taN	Nc
taN-chiah	Dd
taN5	Na
taN7	
taN7失	VJ
taN7字	VA
taN7怪	VJ
taN7漏	
taN7目	
taN7筆	VA
taN7誤	Na
taN好啊	
taN頭	VA
tai5	VC
tai5落去	VR
tai7-seng	Dd
tai7仔	Na
tai7公	VA;Na
taiN	VC;Nf
tak-liu2仔蟲	Na
tak口	VE
tam3-tam3	VH
tam3垂	VH
tam3頭	VA
tam5-chiuh-chiuh	
tam5濕	VH
tam5透過	VR
tan3-hiat-kak	VR
tan3-hiat-tiau	VR
tan3-hiat丟	VR
tan3-sak	VR
tan3掉	VR
tan5	VH
tan5螺	
tan5雷	VA;Na
tang3	Db;VL
tang3	VC;VH
tang3目尾	VI
tang時	Nd
tap	
tau2根	
tauh	Na
tauh8-tauh8	Dd
tauh仔	Na
tauh紐	Na
ta埔	Na
ta官	Na
ta家	Na
ta家官	Na
ta家新婦	Na
ta草	Na
te2	VA;VC
te2飯	VA
te3	P6;Na;VC
te3-chhe7	VC
te3-kha後	Dh
te3人樣	
te3嘴	Dh
te3嘴尾	
te3時	
te3會著	VR
te3樣	VC
te3流水	
te3班	Na
te3眾人	
te3聲	VA
te3船	
te3著	
te3車	
te7仔	Na
te7錢	
teN3	VF
teN5	VR
teN7--leh	VR
teN7-an5	VC
teh	
teh	VA
teh-beh	
teh-beh	Dd
teh-lian2寶	VA
teh-oe	
teh倒去	
teh八面仔	VA
teh嗽	VH
teh地金	Na
teh墓紙	VA
teh壞去	
teh定	VB;VE
teh年	Na
teh扁	VR
teh枝	VA
teh死	
teh死人	
teh氣	
teh無閒	VL
teh破	VR
teh禮	VA
teh茶盤	
teh茶／	
teh著	
teh重	
teh驚	VB
teng3	b
teng7	VH
teng7實	VH
teng7柴	Na
teng7涸涸	VH
teng7身	VH
teng7骨	b
tha2-kho3	Na
tha3	VC
tha3園	
tha3火	
tha3田	
tha3草驚蛇	VH
tha3開	
thaN2	Nf;VH
thaN7	b
thai2	Dh
thai3	Db;Ne;VJ
thai3-iah	Na
thai3-lu3	Na
thai5	Nb
thai5人	
thai5人搶物	
thai5低	VR
thai5傷	VR
thai5價	VA
thai5割	VC;VB
thai5嬴	VC
thai5死	VR
thai5破皮	
thai5輸	VH
thai5雞教猴	
thai5雞閹卵	VA
thai5頭	VB
thai5頭破額	
thak嘴齒	
thak指	
thak斥	VC
thak算	VG;VE
thak算盤	VB
tham2	VH
tham7	
tham7-the7	VH
tham7肚	
than2-chhio3	VA
than2-khia7	
than2-khia7扁	
than2敧	
than2敧倒	VA
than2敧睏	VA
than2敧身	VC
than2斜身	VC
than2欹泅	
than2直	
thang3	VR
thang3弄	
thang3心	VA
thang3心講	
thang3過	VC;VJ
thang3骨	VH
thang7	
thap	VH
that	Na;VC;Nf;b;VH
that--tiau5	VH
that-that滇	VH
that仔	Na
that倒街	b
that嘴	VB
that嘴空	VA;VB
that密	VC
that實	VH
that斗	VH
that椆	VH
that死	VH
that淀	VH
that滇	VJ;VH
that礙	VH
that空	b
thau2	VR;VC;Nb
thau2-be7開	VR
thau2放	VC
thau2氣	VA;VH
thau2氣	VB;VH
thau2脫	VA
thau2褪	VC
thau2退	VA
thau2開	VR
thau2風	VA
thau7	VC
thau7藥	VA
thau7蟲藥	Na
thau蟲	
the3-phu3	Na
the7	
theh--tioh	VR
theh-puh	Na
theh8	VD;VC
theh8-肩	VA
theh8來	VC
theh8出	VR
theh8大印的	
theh8著	VC
thek	VH
the倒練腰	
thi2-?	VC
thi2翅	
thi2葵扇	
thi2雨傘	
thi2順	VR
thiN7	VC
thiN7-thiN7補補	
thiN7倚	VB
thiN7合	VB
thiN7紐仔	
thiN7衫	
thiam2頭	VH
thiam7海	
thiam7落去	
thiam7落海	
thih8	VH
thih8-thih8叫	VA;VH
thim3	
thim7	VC
thin5	VC
thin5水	Nb
thin5茶	Nb
thit	VA;b
thit直	
thng5	VD
thng7燒	
thng7菜	
thoa--h-出來	
thoaN2土	
thoaN2平	VC
thoaN2草	VA
thoah	
thoah門	
thoah開	VR
thoe刀	Na
thong2出	VC;VH
thong2頭	VA;VJ
thong7起來	
thou-ke3-sou3	
thou5-ma2-toh	Na
thuh	b
thuh仔	Na;b
thuh嘴齒	VA
thuh土機	
thuh土腳	
thuh拐仔	
thuh破	VC
thuh起來	
thuh高	
thun2	
thun2踏	VC
thun5-thun5	
thun7-be7-tiN7	
thun7嘴齒	VB
thun7土	
thun7地	
thun7地基	
thun7岸	
thun7平	VR
thun7本	VH
thun7落去	
thut	
thut8	Dd
thut8-kut	VH
thut8-lian2	
thut8出去	
thut8去	
thut8嘴	VA
thut8胎	VH
thut8腸	Na
thut8腸	Na
thut8臼	VH
thut8輪	VH
thut毛	
thut腳	
ti7	P
ti7 chia	Dg;Dk
ti7 hia	
ti7-leh	Dd;VC;VG;P2
ti7-teh	P2
ti7厝	
ti7厝裡	
ti7厝頂	
ti7搭	
ti7搭位	
ti7時	Dd
ti7海裡	
ti7當時	
tiN3憨	VA
tiN3戇	VA;VH
tiN3死	VA
tiN3滑稽	
tiN3濕濕	VB
tiN3生	VA
tiN3痟	
tiN3空	VA
tiN3笑	VA
tiN3笑科	
tiN3笑面	VH
tiN7	Ne;VH;Df
tiN7-that-that	VR
tiN7-tiN7	
tiN7流	VA;VH
tiN7滿滿	
tiaN來tiaN去	
tiaN落去	VR
tiaN落水	
tiak	VC
tiam3	VA;Dd;VC;VG;P2
tiam3--leh	
tiam3密密	VH
tiap8	b
tiap仔久	Nd
tiau3遠	VH
tiau5	VC;VH
tiau5--tiau5	VR
tiau5熏	
tiau5癖	VH
tiau5腹	
tiau5莓	
tiau5鼎	
tih	
tih	Dd
tih-beh	
tih-beh死	VH
tih8	Db;VC;VE
tim	VH
tim3	b
tim3-sak	b
tim3掉	VR
tim3死	
tim3烏	VH
tim3看覓leh	VC
tim3石頭	
tim3紅	Na
tim3綠	A
tim3色	Na
tim3藍	A;VH
tim3重	VH
tim3青	A
tim3頭	VA
tim3頭	VA
tim7卵	
tim7燒	
tim7藥仔	VA
tim7補	
tim7雞	Na
tin7-tong7-hiN3	
tio5出去	
tioh	VC
tioh-an3	VR
tioh腫頭仔	
tioh起來	
to3-sang3	Na
toah	b
toe-3後緝	
toe2	VA;VC
toe3	P5
toe3-be7著	VR
toe3-be7著陣	VI
toe3-kha跡	
toe3人	
toe3人走	VA
toe3前toe3後	
toe3嘴尾	VA
toe3尾	Dd
toe3尾就	Dd
toe3尾後	Dd;VC
toe3後面	
toe3拜	
toe3會仔	
toe3著	VR
toe3路	
toh8起來	VR
tok斷	VC
tom3頭	VA
tong-tong食	
tong3-gong7	VH
tong7	VC;VJ;VH
tong7無路	VH
tou3	VD;VR;VH
tou3-tam5	VR
tou3圖	
tou3紙	Na
tou3著	VI
tou3過去	
tou7-koai5仔	Na
tou7-teng7	Na
tu	VC;Nf
tu-tu-sak-sak	VC
tu2	Dd;VC;Dh;VJ
tu2--leh	P1;VH
tu2--tiau5	VR
tu2-be7著	VR
tu2-chiah	Dd
tu2-ti7--leh	Dd
tu2-tu2	Dd;Da
tu2-tu2仔好	
tu2-tu2好	VH
tu2-tu2有	
tu2-仔	Dd
tu2人	VC
tu2仔	Nd
tu2仔chiah	Dd;Nd
tu2仔好	Dd;Da;VH
tu2像	VG
tu2嘴	VB
tu2壁	
tu2天	VH
tu2好	Db;Dd;Da;VH
tu2工錢	
tu2巧	Dd
tu2數	
tu2時陣	Dd
tu2欲	
tu2當	Da;VH
tu2當	Dd
tu2著	VR;VC;VJ
tu2親像	VG
tu2觸	VA;VJ
tu2錘	VC
tu2門	Na
tu2面	
tu3	b;VH
tu3-be7-tiau5	VR
tu3會tiau5	VR
tu3水	
tu3無久	
tu3頭	Na
tu5-leh	VR
tu7水	VB
tu7鹹	
tuah8-tauh8來	
tuh	b
tuh-ka-choe7	VA;Na
tuh-ku	VA;VH
tuh-tuh想	VA
tuh8	
tuh8	VC
tuh8-tuh8叫	
tuh8破	VR;VC
tuh8空	VC
tuh8臭	VC;VE
tuh油	b
tuh眠	Na
tuh眠tuh	VA
tuh頭	b
tun3走	
tut	
tu去	
tu土機	Na
tu流	VA;Na
tu臍	
tu開	VR
tu頭風	Dh
tu風	VA;VC;Nf;Dh
tu高機	Na
u3冰	
ui3	VH
un-un仔	
un2痀	Na;VH
un2痀e5	Na
un2痀仔蟲	
un2痀橋	Na
un3-chiang3	Na
un3水	VA
un落來	
ut8	
ut8兩字	
ut8著漆	
一	Dd;Ne;VC;Da;Df
一liah8長	
一丈紅	
一下	Dd;Na;Dh
一下仔	Dd
一下子	Na
一下手	Dd
一下按呢	Dk
一世	
一世人	Na;Nf
一串紅	
一丹好	VH
一久仔	Dd
一件	
一來	Cb
一倒水	
一停仔	Na
一兩工	
一兩日	
一再	Dd
一切	Ne
一則	Cb;Nf
一勞永逸	VH
一半工	
一半日	Nd
一句半句	
一向	Dd
一周	
一味	Dh
一嘴氣	Na;Dh
一四界	Dg
一圈	
一垺尿	
一夥	Nf;Dh
一字平	VH
一定	Db
一家一家	Dh
一家口	
一寡	Ne
一寡仔	Ne;Df
一寸仔	Df
一對時	Na
一尾	Nd
一屑仔	Ne;Df
一己	A
一席之地	Na
一帶	Ng
一年半載	Nd
一庀仔	Df
一庀庀仔	
一度一	
一度好	VH
一廂情願	VH
一律	Da
一心一意	Dh;VH
一心憶著	
一意孤行	VA
一應俱全	VH
一所在	Dg
一手	Nf;Dh
